"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1)
9,22,Connecticut,"Total, 35 to 44 years",432,376,86.9,365,84.5,11,2.8,1.5 – 4.1
9,23,Connecticut,"Total, 45 to 54 years",462,389,84.3,377,81.6,12,3.1,1.7 – 4.5
9,24,Connecticut,"Total, 55 to 64 years",534,380,71.2,369,69.1,11,3,1.6 – 4.4
9,25,Connecticut,"Total, 65 years and over",598,144,24.1,138,23.1,6,4.2,1.6 – 6.8
9,28,Connecticut,"Men, 25 to 34 years",225,201,89.5,198,88.1,3,1.5,0.2 – 2.8
9,29,Connecticut,"Men, 35 to 44 years",227,212,93.3,204,89.6,9,4,1.9 – 6.1
9,30,Connecticut,"Men, 45 to 54 years",228,207,90.9,201,88.2,6,2.9,1.1 – 4.7
9,31,Connecticut,"Men, 55 to 64 years",246,184,74.9,179,72.8,5,2.8,0.9 – 4.7
9,35,Connecticut,"Women, 25 to 34 years",237,200,84.3,196,82.4,5,2.3,0.6 – 4.0
9,36,Connecticut,"Women, 35 to 44 years",205,163,79.8,161,78.8,2,1.2,(2)-
9,37,Connecticut,"Women, 45 to 54 years",234,182,77.8,176,75.2,6,3.4,1.3 – 5.5
9,38,Connecticut,"Women, 55 to 64 years",288,196,68.1,190,65.9,6,3.2,1.2 – 5.2
9,41,Connecticut,"White, 20 to 24 years",160,119,74.1,109,67.7,10,8.7,4.6 – 12.8
9,42,Connecticut,"White, 25 to 34 years",355,314,88.5,308,86.9,6,1.8,0.7 – 2.9
9,43,Connecticut,"White, 35 to 44 years",336,294,87.5,289,86,5,1.7,0.5 – 2.9
9,44,Connecticut,"White, 45 to 54 years",375,314,83.8,306,81.5,9,2.7,1.3 – 4.1
9,45,Connecticut,"White, 55 to 64 years",454,325,71.6,316,69.5,9,2.9,1.4 – 4.4
9,46,Connecticut,"White, 65 years and over",531,126,23.8,120,22.7,6,4.7,1.7 – 7.7
10,1,Delaware,Total,778,488,62.7,469,60.2,19,4,3.3 – 4.7
10,2,Delaware,Men,369,250,67.6,239,64.7,11,4.3,3.2 – 5.4
10,3,Delaware,Women,409,238,58.3,230,56.2,9,3.6,2.6 – 4.6
10,4,Delaware,White,557,346,62.1,336,60.3,10,2.8,2.1 – 3.5
10,5,Delaware,"White, men",270,183,67.9,178,65.7,6,3.2,2.1 – 4.3
10,6,Delaware,"White, women",287,162,56.6,159,55.3,4,2.3,1.3 – 3.3
10,7,Delaware,Black or African American,169,106,63,98,58.4,8,7.3,5.2 – 9.4
10,8,Delaware,"Black or African American, men",76,48,63.7,45,59.1,3,7.2,4.0 – 10.4
10,9,Delaware,"Black or African American, women",93,58,62.4,54,57.8,4,7.5,4.5 – 10.5
10,13,Delaware,Hispanic or Latino ethnicity,54,40,72.8,39,71.3,1,2.1,0.4 – 3.8
10,14,Delaware,"Hispanic or Latino ethnicity, men",29,24,83.3,24,82.4,(3)-,1.1,(2)-
10,16,Delaware,"Married men, spouse present",188,129,68.6,126,67,3,2.3,1.2 – 3.4
10,17,Delaware,"Married women, spouse present",188,109,57.7,106,56.4,2,2.3,1.1 – 3.5
10,18,Delaware,Women who maintain families,51,34,67.7,32,62.2,3,8.1,4.2 – 12.0
10,20,Delaware,"Total, 20 to 24 years",56,46,82.3,43,76.3,3,7.3,4.1 – 10.5
10,21,Delaware,"Total, 25 to 34 years",127,111,87,106,83.3,5,4.2,2.6 – 5.8
10,22,Delaware,"Total, 35 to 44 years",113,97,85.8,95,83.7,2,2.4,1.1 – 3.7
10,23,Delaware,"Total, 45 to 54 years",115,96,84.1,93,81.6,3,3,1.6 – 4.4
10,24,Delaware,"Total, 55 to 64 years",141,91,64.4,87,61.9,4,3.9,2.2 – 5.6
10,25,Delaware,"Total, 65 years and over",184,31,16.8,29,15.8,2,5.9,2.4 – 9.4
10,28,Delaware,"Men, 25 to 34 years",62,56,90.1,54,86.6,2,3.8,1.7 – 5.9
10,29,Delaware,"Men, 35 to 44 years",56,51,90.8,50,88.9,1,2.1,0.4 – 3.8
10,30,Delaware,"Men, 45 to 54 years",55,49,87.8,47,85.1,1,3,1.0 – 5.0
10,31,Delaware,"Men, 55 to 64 years",63,45,71.4,43,68.8,2,3.6,1.3 – 5.9
10,35,Delaware,"Women, 25 to 34 years",65,55,84.1,52,80.2,3,4.7,2.3 – 7.1
10,36,Delaware,"Women, 35 to 44 years",57,46,80.9,45,78.6,1,2.8,0.8 – 4.8
10,37,Delaware,"Women, 45 to 54 years",59,48,80.6,46,78.3,1,2.9,0.9 – 4.9
10,38,Delaware,"Women, 55 to 64 years",77,45,58.7,43,56.3,2,4.2,1.7 – 6.7
10,41,Delaware,"White, 20 to 24 years",34,29,84.8,28,81,1,4.5,1.3 – 7.7
10,42,Delaware,"White, 25 to 34 years",85,75,88.9,74,87.1,2,2,0.7 – 3.3
10,43,Delaware,"White, 35 to 44 years",75,66,88.1,65,86.7,1,1.6,0.3 – 2.9
10,44,Delaware,"White, 45 to 54 years",82,70,85.1,68,83.5,1,1.9,0.5 – 3.3
10,45,Delaware,"White, 55 to 64 years",105,69,65.4,66,63.2,2,3.4,1.6 – 5.2
10,46,Delaware,"White, 65 years and over",150,26,17.2,24,16.1,2,6.3,2.3 – 10.3
10,49,Delaware,"Black or African American, 25 to 34 years",30,26,85.9,23,76.9,3,10.5,5.3 – 15.7
10,50,Delaware,"Black or African American, 35 to 44 years",29,24,83.7,23,79.3,1,5.3,1.4 – 9.2
11,1,District of Columbia,Total,577,411,71.1,387,67.1,24,5.7,4.9 – 6.5
11,2,District of Columbia,Men,268,200,74.6,188,70.2,12,5.9,4.8 – 7.0
11,3,District of Columbia,Women,309,211,68.1,199,64.4,12,5.5,4.4 – 6.6
11,4,District of Columbia,White,277,228,82.4,224,80.8,4,1.9,1.3 – 2.5
11,5,District of Columbia,"White, men",139,118,84.9,116,83.2,2,2,1.1 – 2.9
11,6,District of Columbia,"White, women",138,110,79.8,108,78.3,2,1.8,1.0 – 2.6
11,7,District of Columbia,Black or African American,256,148,58,130,51,18,12.1,10.3 – 13.9
11,8,District of Columbia,"Black or African American, men",112,68,61.1,60,53.1,9,13.1,10.3 – 15.9
11,9,District of Columbia,"Black or African American, women",144,80,55.6,71,49.3,9,11.3,8.9 – 13.7
11,10,District of Columbia,Asian,30,22,74.6,21,71.7,1,3.9,1.8 – 6.0
11,12,District of Columbia,"Asian, women",18,13,71.5,13,69.4,(3)-,2.9,0.6 – 5.2
11,13,District of Columbia,Hispanic or Latino ethnicity,52,41,78,39,74.8,2,4.2,2.2 – 6.2
11,14,District of Columbia,"Hispanic or Latino ethnicity, men",26,22,84,21,80.9,1,3.7,1.2 – 6.2
11,15,District of Columbia,"Hispanic or Latino ethnicity, women",26,19,72,18,68.6,1,4.8,1.7 – 7.9
11,16,District of Columbia,"Married men, spouse present",86,68,79.6,67,77.9,1,2.1,0.9 – 3.3
11,17,District of Columbia,"Married women, spouse present",84,60,71.8,58,69.6,2,3.1,1.6 – 4.6
11,18,District of Columbia,Women who maintain families,40,26,64.8,22,56.1,3,13.4,8.7 – 18.1
11,20,District of Columbia,"Total, 20 to 24 years",51,37,71.6,32,62.9,5,12.2,8.4 – 16.0
11,21,District of Columbia,"Total, 25 to 34 years",168,150,89.5,143,85.1,7,4.9,3.7 – 6.1
11,22,District of Columbia,"Total, 35 to 44 years",111,99,89.1,95,85.9,3,3.5,2.3 – 4.7
11,23,District of Columbia,"Total, 45 to 54 years",69,57,82.9,55,79.3,3,4.4,2.6 – 6.2
11,24,District of Columbia,"Total, 55 to 64 years",63,41,65.6,39,61.8,2,5.9,3.4 – 8.4
11,25,District of Columbia,"Total, 65 years and over",95,22,23.3,21,21.6,2,7.1,3.4 – 10.8
11,27,District of Columbia,"Men, 20 to 24 years",23,16,71.6,14,62,2,13.4,7.4 – 19.4
11,28,District of Columbia,"Men, 25 to 34 years",78,71,90.5,67,85.4,4,5.7,3.8 – 7.6
11,29,District of Columbia,"Men, 35 to 44 years",52,49,94.1,47,90.6,2,3.7,1.9 – 5.5
11,30,District of Columbia,"Men, 45 to 54 years",34,29,86.2,28,83.2,1,3.6,1.3 – 5.9
11,31,District of Columbia,"Men, 55 to 64 years",29,20,69.3,19,65.6,1,5.3,1.9 – 8.7
11,32,District of Columbia,"Men, 65 years and over",40,12,28.8,11,26.7,1,7.5,2.2 – 12.8
11,34,District of Columbia,"Women, 20 to 24 years",28,20,71.6,18,63.5,2,11.3,6.4 – 16.2
11,35,District of Columbia,"Women, 25 to 34 years",89,79,88.7,76,84.9,3,4.2,2.7 – 5.7
11,36,District of Columbia,"Women, 35 to 44 years",59,50,84.6,48,81.8,2,3.3,1.6 – 5.0
11,37,District of Columbia,"Women, 45 to 54 years",35,28,79.7,27,75.5,1,5.2,2.4 – 8.0
11,38,District of Columbia,"Women, 55 to 64 years",33,21,62.4,19,58.3,1,6.5,2.8 – 10.2
11,41,District of Columbia,"White, 20 to 24 years",28,22,77.8,21,75.2,1,3.4,0.8 – 6.0
11,42,District of Columbia,"White, 25 to 34 years",96,90,93.3,89,92.2,1,1.3,0.5 – 2.1
11,43,District of Columbia,"White, 35 to 44 years",56,54,95.6,53,94.4,1,1.2,0.2 – 2.2
11,44,District of Columbia,"White, 45 to 54 years",31,29,92.9,28,90.8,1,2.3,0.4 – 4.2
11,45,District of Columbia,"White, 55 to 64 years",23,19,82.9,19,81.1,(3)-,2.3,(2)-
11,46,District of Columbia,"White, 65 years and over",37,13,36.7,13,35.1,1,4.4,0.6 – 8.2
11,48,District of Columbia,"Black or African American, 20 to 24 years",19,12,65,9,46.3,4,28.7,19.0 – 38.4
11,49,District of Columbia,"Black or African American, 25 to 34 years",54,45,83.4,39,72.4,6,13.2,9.8 – 16.6
11,50,District of Columbia,"Black or African American, 35 to 44 years",44,35,80.6,33,74.9,3,7.2,4.3 – 10.1
11,51,District of Columbia,"Black or African American, 45 to 54 years",33,25,74.4,23,69.6,2,6.5,3.2 – 9.8
11,52,District of Columbia,"Black or African American, 55 to 64 years",37,20,54,18,48.7,2,9.9,5.4 – 14.4
11,63,District of Columbia,"Hispanic or Latino ethnicity, 25 to 34 years",19,16,87.8,16,84,1,4.3,1.2 – 7.4
12,1,Florida,Total,"17,410","10,294",59.1,"9,971",57.3,323,3.1,2.8 – 3.4
12,2,Florida,Men,"8,350","5,445",65.2,"5,280",63.2,165,3,2.6 – 3.4
12,3,Florida,Women,"9,060","4,850",53.5,"4,691",51.8,159,3.3,2.8 – 3.8
12,4,Florida,White,"13,707","7,951",58,"7,740",56.5,211,2.7,2.4 – 3.0
12,5,Florida,"White, men","6,657","4,313",64.8,"4,200",63.1,113,2.6,2.2 – 3.0
12,6,Florida,"White, women","7,050","3,638",51.6,"3,540",50.2,97,2.7,2.2 – 3.2
12,7,Florida,Black or African American,"2,721","1,736",63.8,"1,635",60.1,101,5.8,4.8 – 6.8
12,8,Florida,"Black or African American, men","1,252",838,66.9,791,63.2,46,5.5,4.1 – 6.9
12,9,Florida,"Black or African American, women","1,469",898,61.1,844,57.4,54,6.1,4.7 – 7.5
12,10,Florida,Asian,593,375,63.3,368,62,7,2,0.9 – 3.1
12,11,Florida,"Asian, men",285,194,68.1,191,67,3,1.5,0.2 – 2.8
12,12,Florida,"Asian, women",309,182,58.9,177,57.4,4,2.4,0.7 – 4.1
12,13,Florida,Hispanic or Latino ethnicity,"4,451","2,901",65.2,"2,813",63.2,89,3.1,2.5 – 3.7
12,14,Florida,"Hispanic or Latino ethnicity, men","2,184","1,611",73.7,"1,560",71.4,50,3.1,2.4 – 3.8
12,15,Florida,"Hispanic or Latino ethnicity, women","2,267","1,291",56.9,"1,253",55.2,38,3,2.2 – 3.8
12,16,Florida,"Married men, spouse present","4,249","2,911",68.5,"2,868",67.5,42,1.5,1.1 – 1.9
12,17,Florida,"Married women, spouse present","4,111","2,227",54.2,"2,174",52.9,53,2.4,1.8 – 3.0
12,18,Florida,Women who maintain families,"1,118",745,66.6,714,63.8,31,4.2,2.8 – 5.6
12,19,Florida,"Total, 16 to 19 years",955,291,30.5,254,26.6,37,12.7,8.9 – 16.5
12,20,Florida,"Total, 20 to 24 years","1,294",881,68.1,822,63.5,60,6.8,5.2 – 8.4
12,21,Florida,"Total, 25 to 34 years","2,655","2,180",82.1,"2,111",79.5,69,3.2,2.5 – 3.9
12,22,Florida,"Total, 35 to 44 years","2,545","2,101",82.6,"2,058",80.8,44,2.1,1.5 – 2.7
12,23,Florida,"Total, 45 to 54 years","2,767","2,216",80.1,"2,163",78.2,54,2.4,1.8 – 3.0
12,24,Florida,"Total, 55 to 64 years","2,904","1,862",64.1,"1,824",62.8,37,2,1.4 – 2.6
12,25,Florida,"Total, 65 years and over","4,291",763,17.8,740,17.2,23,3,1.9 – 4.1
12,27,Florida,"Men, 20 to 24 years",663,453,68.3,418,63.1,34,7.6,5.2 – 10.0
12,28,Florida,"Men, 25 to 34 years","1,353","1,205",89,"1,172",86.6,33,2.7,1.8 – 3.6
12,29,Florida,"Men, 35 to 44 years","1,206","1,089",90.3,"1,069",88.7,20,1.9,1.1 – 2.7
12,30,Florida,"Men, 45 to 54 years","1,347","1,159",86.1,"1,132",84,27,2.3,1.5 – 3.1
12,31,Florida,"Men, 55 to 64 years","1,402",987,70.4,970,69.2,17,1.7,1.0 – 2.4
12,32,Florida,"Men, 65 years and over","1,905",410,21.5,398,20.9,11,2.8,1.3 – 4.3
12,34,Florida,"Women, 20 to 24 years",630,428,67.9,403,64,25,5.9,3.8 – 8.0
12,35,Florida,"Women, 25 to 34 years","1,301",975,74.9,939,72.1,36,3.7,2.6 – 4.8
12,36,Florida,"Women, 35 to 44 years","1,340","1,012",75.5,989,73.8,23,2.3,1.4 – 3.2
12,37,Florida,"Women, 45 to 54 years","1,420","1,057",74.5,"1,031",72.6,27,2.5,1.6 – 3.4
12,38,Florida,"Women, 55 to 64 years","1,503",875,58.2,855,56.9,20,2.3,1.4 – 3.2
12,39,Florida,"Women, 65 years and over","2,385",353,14.8,342,14.3,12,3.3,1.5 – 5.1
12,40,Florida,"White, 16 to 19 years",673,210,31.2,186,27.7,24,11.5,7.2 – 15.8
12,41,Florida,"White, 20 to 24 years",906,615,67.9,578,63.8,37,6,4.2 – 7.8
12,42,Florida,"White, 25 to 34 years","1,908","1,576",82.6,"1,541",80.8,35,2.2,1.5 – 2.9
12,43,Florida,"White, 35 to 44 years","1,915","1,596",83.4,"1,569",81.9,28,1.7,1.1 – 2.3
12,44,Florida,"White, 45 to 54 years","2,216","1,788",80.7,"1,748",78.9,40,2.2,1.6 – 2.8
12,45,Florida,"White, 55 to 64 years","2,357","1,529",64.9,"1,498",63.6,31,2,1.3 – 2.7
12,46,Florida,"White, 65 years and over","3,731",636,17,619,16.6,17,2.6,1.4 – 3.8
12,48,Florida,"Black or African American, 20 to 24 years",284,210,73.7,189,66.6,20,9.7,6.0 – 13.4
12,49,Florida,"Black or African American, 25 to 34 years",560,449,80.2,419,74.9,30,6.6,4.5 – 8.7
12,50,Florida,"Black or African American, 35 to 44 years",447,361,80.7,347,77.6,14,3.9,2.1 – 5.7
12,51,Florida,"Black or African American, 45 to 54 years",416,319,76.7,307,73.7,12,3.9,2.0 – 5.8
12,52,Florida,"Black or African American, 55 to 64 years",406,243,59.8,237,58.4,6,2.3,0.6 – 4.0
12,62,Florida,"Hispanic or Latino ethnicity, 20 to 24 years",380,261,68.7,239,63,22,8.3,5.3 – 11.3
12,63,Florida,"Hispanic or Latino ethnicity, 25 to 34 years",840,688,81.9,668,79.6,20,2.9,1.8 – 4.0
12,64,Florida,"Hispanic or Latino ethnicity, 35 to 44 years",799,656,82.1,644,80.6,12,1.9,1.0 – 2.8
12,65,Florida,"Hispanic or Latino ethnicity, 45 to 54 years",808,666,82.5,652,80.8,14,2,1.1 – 2.9
12,66,Florida,"Hispanic or Latino ethnicity, 55 to 64 years",607,425,70,420,69.2,5,1.2,0.3 – 2.1
13,1,Georgia,Total,"8,196","5,079",62,"4,905",59.9,174,3.4,2.9 – 3.9
13,2,Georgia,Men,"3,870","2,635",68.1,"2,548",65.9,87,3.3,2.6 – 4.0
13,3,Georgia,Women,"4,326","2,444",56.5,"2,357",54.5,87,3.6,2.9 – 4.3
13,4,Georgia,White,"4,986","3,060",61.4,"2,988",59.9,72,2.3,1.8 – 2.8
13,5,Georgia,"White, men","2,424","1,700",70.1,"1,663",68.6,37,2.2,1.5 – 2.9
13,6,Georgia,"White, women","2,562","1,360",53.1,"1,325",51.7,34,2.5,1.7 – 3.3
13,7,Georgia,Black or African American,"2,601","1,629",62.6,"1,534",59,95,5.8,4.7 – 6.9
13,8,Georgia,"Black or African American, men","1,155",730,63.2,682,59,48,6.6,4.8 – 8.4
13,9,Georgia,"Black or African American, women","1,445",899,62.2,852,59,47,5.2,3.7 – 6.7
13,10,Georgia,Asian,438,274,62.5,271,61.9,3,1,(2)-
13,11,Georgia,"Asian, men",219,152,69.5,152,69.2,1,0.5,(2)-
13,13,Georgia,Hispanic or Latino ethnicity,769,538,70.1,524,68.2,14,2.7,1.5 – 3.9
13,14,Georgia,"Hispanic or Latino ethnicity, men",407,329,80.9,324,79.6,5,1.5,0.4 – 2.6
13,15,Georgia,"Hispanic or Latino ethnicity, women",361,209,57.9,200,55.3,9,4.5,2.1 – 6.9
13,16,Georgia,"Married men, spouse present","1,998","1,455",72.8,"1,432",71.7,23,1.6,1.0 – 2.2
13,17,Georgia,"Married women, spouse present","1,953","1,105",56.6,"1,084",55.5,21,1.9,1.1 – 2.7
13,18,Georgia,Women who maintain families,603,386,64.1,364,60.3,23,5.9,3.6 – 8.2
13,19,Georgia,"Total, 16 to 19 years",576,176,30.5,159,27.6,17,9.6,5.3 – 13.9
13,20,Georgia,"Total, 20 to 24 years",609,438,71.9,410,67.3,28,6.3,4.1 – 8.5
13,21,Georgia,"Total, 25 to 34 years","1,403","1,120",79.8,"1,069",76.2,51,4.6,3.4 – 5.8
13,22,Georgia,"Total, 35 to 44 years","1,446","1,182",81.7,"1,152",79.7,30,2.5,1.7 – 3.3
13,23,Georgia,"Total, 45 to 54 years","1,371","1,103",80.5,"1,080",78.8,23,2.1,1.3 – 2.9
13,24,Georgia,"Total, 55 to 64 years","1,233",764,62,748,60.6,16,2.1,1.1 – 3.1
13,25,Georgia,"Total, 65 years and over","1,558",296,19,287,18.4,9,2.9,1.1 – 4.7
13,27,Georgia,"Men, 20 to 24 years",276,213,77.2,196,71,17,8,4.4 – 11.6
13,28,Georgia,"Men, 25 to 34 years",665,581,87.4,557,83.8,24,4.2,2.6 – 5.8
13,29,Georgia,"Men, 35 to 44 years",712,624,87.6,609,85.6,15,2.3,1.2 – 3.4
13,30,Georgia,"Men, 45 to 54 years",646,557,86.2,546,84.6,10,1.9,0.8 – 3.0
13,31,Georgia,"Men, 55 to 64 years",592,412,69.7,405,68.4,8,1.9,0.6 – 3.2
13,32,Georgia,"Men, 65 years and over",689,169,24.6,165,23.9,5,2.8,0.4 – 5.2
13,34,Georgia,"Women, 20 to 24 years",333,225,67.5,214,64.3,11,4.7,2.0 – 7.4
13,35,Georgia,"Women, 25 to 34 years",738,539,73,512,69.4,27,4.9,3.1 – 6.7
13,36,Georgia,"Women, 35 to 44 years",734,558,76,543,73.9,15,2.8,1.5 – 4.1
13,37,Georgia,"Women, 45 to 54 years",725,546,75.3,534,73.6,13,2.3,1.1 – 3.5
13,38,Georgia,"Women, 55 to 64 years",641,352,54.8,343,53.5,9,2.4,0.9 – 3.9
13,41,Georgia,"White, 20 to 24 years",341,256,75.1,248,72.6,9,3.4,1.2 – 5.6
13,42,Georgia,"White, 25 to 34 years",777,627,80.7,607,78.1,20,3.2,1.9 – 4.5
13,43,Georgia,"White, 35 to 44 years",832,688,82.7,672,80.7,16,2.4,1.3 – 3.5
13,44,Georgia,"White, 45 to 54 years",813,638,78.5,631,77.6,7,1.1,0.3 – 1.9
13,45,Georgia,"White, 55 to 64 years",805,534,66.3,525,65.2,9,1.7,0.7 – 2.7
13,46,Georgia,"White, 65 years and over","1,101",216,19.7,212,19.3,4,2,0.2 – 3.8
13,48,Georgia,"Black or African American, 20 to 24 years",221,147,66.4,128,58,19,12.7,7.0 – 18.4
13,49,Georgia,"Black or African American, 25 to 34 years",514,412,80.2,383,74.6,29,7,4.5 – 9.5
13,50,Georgia,"Black or African American, 35 to 44 years",479,395,82.3,382,79.6,13,3.2,1.5 – 4.9
13,51,Georgia,"Black or African American, 45 to 54 years",432,350,81.1,337,78,13,3.7,1.7 – 5.7
13,52,Georgia,"Black or African American, 55 to 64 years",368,195,53,188,51.1,7,3.6,1.0 – 6.2
13,64,Georgia,"Hispanic or Latino ethnicity, 35 to 44 years",193,150,77.6,148,76.5,2,1.4,(2)-
15,1,Hawaii,Total,"1,091",661,60.6,643,58.9,19,2.8,2.3 – 3.3
15,2,Hawaii,Men,525,339,64.5,327,62.2,12,3.6,2.7 – 4.5
15,3,Hawaii,Women,566,323,57,316,55.8,7,2,1.3 – 2.7
15,4,Hawaii,White,248,149,60.1,144,58.1,5,3.3,2.1 – 4.5
15,5,Hawaii,"White, men",129,85,65.9,82,63.6,3,3.6,1.9 – 5.3
15,6,Hawaii,"White, women",119,64,53.8,62,52.2,2,3,1.2 – 4.8
15,10,Hawaii,Asian,475,273,57.5,269,56.6,4,1.6,1.1 – 2.1
15,11,Hawaii,"Asian, men",211,130,61.4,127,60,3,2.3,1.4 – 3.2
15,12,Hawaii,"Asian, women",264,144,54.4,142,53.8,1,1,0.4 – 1.6
15,13,Hawaii,Hispanic or Latino ethnicity,78,54,68.9,51,65.4,3,5.1,2.7 – 7.5
15,16,Hawaii,"Married men, spouse present",260,174,67,171,65.6,4,2.1,1.2 – 3.0
15,17,Hawaii,"Married women, spouse present",282,166,58.7,163,57.8,2,1.5,0.7 – 2.3
15,18,Hawaii,Women who maintain families,62,36,57.8,36,57.1,(3)-,1.2,(2)-
15,20,Hawaii,"Total, 20 to 24 years",71,52,72.7,49,69.3,2,4.7,2.2 – 7.2
15,21,Hawaii,"Total, 25 to 34 years",172,139,81.3,135,78.8,4,3.1,1.9 – 4.3
15,22,Hawaii,"Total, 35 to 44 years",174,140,80.4,136,78.1,4,3,1.8 – 4.2
15,23,Hawaii,"Total, 45 to 54 years",160,132,82.5,130,81.2,2,1.5,0.6 – 2.4
15,24,Hawaii,"Total, 55 to 64 years",170,119,70,116,68.5,3,2.1,1.0 – 3.2
15,25,Hawaii,"Total, 65 years and over",276,57,20.6,56,20.1,1,2.2,0.6 – 3.8
15,28,Hawaii,"Men, 25 to 34 years",80,70,87.3,67,83.4,3,4.5,2.4 – 6.6
15,29,Hawaii,"Men, 35 to 44 years",81,72,88.1,69,84.7,3,3.9,2.0 – 5.8
15,30,Hawaii,"Men, 45 to 54 years",76,66,86.8,65,85.1,1,1.9,0.5 – 3.3
15,31,Hawaii,"Men, 55 to 64 years",87,63,71.6,61,69.4,2,3.1,1.2 – 5.0
15,35,Hawaii,"Women, 25 to 34 years",92,70,76.1,69,74.8,1,1.7,0.4 – 3.0
15,36,Hawaii,"Women, 35 to 44 years",93,68,73.7,67,72.3,1,1.9,0.5 – 3.3
15,37,Hawaii,"Women, 45 to 54 years",84,66,78.5,65,77.7,1,1.1,(2)-
15,38,Hawaii,"Women, 55 to 64 years",83,56,68.3,56,67.5,1,1.1,(2)-
15,56,Hawaii,"Asian, 25 to 34 years",54,47,86.1,46,84.2,1,2.2,0.7 – 3.7
15,57,Hawaii,"Asian, 35 to 44 years",69,58,84.2,57,82.8,1,1.7,0.5 – 2.9
15,58,Hawaii,"Asian, 45 to 54 years",72,59,81.7,59,81.2,(3)-,0.6,(2)-
15,59,Hawaii,"Asian, 55 to 64 years",85,61,72,61,71.4,(3)-,0.8,(2)-
16,1,Idaho,Total,"1,368",882,64.5,856,62.6,26,2.9,2.4 – 3.4
16,2,Idaho,Men,678,487,71.8,472,69.5,15,3.1,2.4 – 3.8
16,3,Idaho,Women,690,395,57.3,384,55.7,11,2.8,2.0 – 3.6
16,4,Idaho,White,"1,294",836,64.6,812,62.8,24,2.9,2.4 – 3.4
16,5,Idaho,"White, men",643,462,71.9,448,69.7,14,3,2.2 – 3.8
16,6,Idaho,"White, women",651,375,57.5,364,55.9,11,2.8,2.0 – 3.6
16,13,Idaho,Hispanic or Latino ethnicity,176,128,72.9,124,70.1,5,3.8,2.3 – 5.3
16,14,Idaho,"Hispanic or Latino ethnicity, men",96,79,82.7,76,79.1,3,4.4,2.3 – 6.5
16,15,Idaho,"Hispanic or Latino ethnicity, women",80,49,61.2,48,59.4,1,3,0.9 – 5.1
16,16,Idaho,"Married men, spouse present",401,298,74.4,294,73.2,5,1.6,0.9 – 2.3
16,17,Idaho,"Married women, spouse present",390,227,58.4,223,57.1,5,2.1,1.2 – 3.0
16,18,Idaho,Women who maintain families,63,42,67.2,41,65.5,1,2.5,0.2 – 4.8
16,19,Idaho,"Total, 16 to 19 years",93,42,45.4,38,41,4,9.9,5.4 – 14.4
16,20,Idaho,"Total, 20 to 24 years",116,94,81.1,90,77.7,4,4.1,2.2 – 6.0
16,21,Idaho,"Total, 25 to 34 years",240,199,82.9,194,80.9,5,2.4,1.4 – 3.4
16,22,Idaho,"Total, 35 to 44 years",218,181,83.2,177,81,5,2.7,1.6 – 3.8
16,23,Idaho,"Total, 45 to 54 years",206,169,82.1,165,80.1,4,2.4,1.3 – 3.5
16,24,Idaho,"Total, 55 to 64 years",220,148,67.2,145,65.8,3,2.2,1.0 – 3.4
16,25,Idaho,"Total, 65 years and over",275,49,17.7,48,17.3,1,2.1,0.2 – 4.0
16,27,Idaho,"Men, 20 to 24 years",58,50,85.5,48,81.4,2,4.8,1.9 – 7.7
16,28,Idaho,"Men, 25 to 34 years",125,113,90.9,110,88.3,3,2.9,1.4 – 4.4
16,29,Idaho,"Men, 35 to 44 years",111,104,94,101,91.1,3,3,1.4 – 4.6
16,30,Idaho,"Men, 45 to 54 years",100,89,89,86,86.7,2,2.5,0.9 – 4.1
16,31,Idaho,"Men, 55 to 64 years",111,85,76.3,83,75.3,1,1.4,0.2 – 2.6
16,34,Idaho,"Women, 20 to 24 years",58,44,76.5,43,73.9,2,3.4,0.8 – 6.0
16,35,Idaho,"Women, 25 to 34 years",115,85,74.2,84,72.8,2,1.9,0.5 – 3.3
16,36,Idaho,"Women, 35 to 44 years",107,77,72.1,76,70.5,2,2.2,0.6 – 3.8
16,37,Idaho,"Women, 45 to 54 years",106,80,75.7,79,74,2,2.2,0.7 – 3.7
16,38,Idaho,"Women, 55 to 64 years",109,63,57.9,61,56.1,2,3.2,1.1 – 5.3
16,41,Idaho,"White, 20 to 24 years",108,89,82,85,78.4,4,4.4,2.3 – 6.5
16,42,Idaho,"White, 25 to 34 years",225,187,83.1,182,81.1,4,2.3,1.3 – 3.3
16,43,Idaho,"White, 35 to 44 years",204,171,83.7,167,81.7,4,2.5,1.4 – 3.6
16,44,Idaho,"White, 45 to 54 years",195,161,82.7,157,80.7,4,2.5,1.3 – 3.7
16,45,Idaho,"White, 55 to 64 years",210,143,67.9,139,66.5,3,2.1,1.0 – 3.2
16,46,Idaho,"White, 65 years and over",266,47,17.5,46,17.2,1,1.9,(2)-
17,1,Illinois,Total,"10,001","6,452",64.5,"6,197",62,255,3.9,3.5 – 4.3
17,2,Illinois,Men,"4,836","3,385",70,"3,249",67.2,137,4,3.4 – 4.6
17,3,Illinois,Women,"5,165","3,067",59.4,"2,949",57.1,118,3.8,3.2 – 4.4
17,4,Illinois,White,"7,753","5,044",65.1,"4,880",62.9,164,3.3,2.8 – 3.8
