"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1),,
12,09,Florida,"Black or African American, women","1,142    ",713    ,62.4    ,630    ,55.2    ,83    ,11.6    ,10.1 – 13.1,,
12,10,Florida,Asian,332    ,226    ,68.0    ,217    ,65.3    ,9    ,4.0    ,2.3 – 5.7,,
12,11,Florida,"Asian, men",146    ,108    ,74.4    ,105    ,72.3    ,3    ,2.8    ,0.7 – 4.9,,
12,12,Florida,"Asian, women",187    ,118    ,63.0    ,112    ,59.8    ,6    ,5.1    ,2.5 – 7.7,,
12,13,Florida,Hispanic or Latino ethnicity,"2,922    ","1,948    ",66.7    ,"1,722    ",58.9    ,226    ,11.6    ,10.6 – 12.6,,
12,14,Florida,"Hispanic or Latino ethnicity, men","1,460    ","1,109    ",76.0    ,975    ,66.8    ,134    ,12.1    ,10.9 – 13.3,,
12,15,Florida,"Hispanic or Latino ethnicity, women","1,461    ",839    ,57.4    ,747    ,51.1    ,92    ,11.0    ,9.6 – 12.4,,
12,16,Florida,"Married men, spouse present","3,843    ","2,720    ",70.8    ,"2,499    ",65.0    ,221    ,8.1    ,7.4 – 8.8,,
12,17,Florida,"Married women, spouse present","3,680    ","2,159    ",58.7    ,"1,997    ",54.3    ,162    ,7.5    ,6.8 – 8.2,,
12,18,Florida,Women who maintain families,900    ,624    ,69.3    ,555    ,61.6    ,69    ,11.1    ,9.6 – 12.6,,
12,19,Florida,"Total, 16 to 19 years",934    ,308    ,33.0    ,234    ,25.1    ,74    ,24.0    ,21.7 – 26.3,,
12,20,Florida,"Total, 20 to 24 years","1,083    ",787    ,72.7    ,660    ,60.9    ,127    ,16.1    ,14.6 – 17.6,,
12,21,Florida,"Total, 25 to 34 years","2,148    ","1,766    ",82.2    ,"1,576    ",73.4    ,191    ,10.8    ,9.9 – 11.7,,
12,22,Florida,"Total, 35 to 44 years","2,482    ","2,113    ",85.1    ,"1,935    ",78.0    ,178    ,8.4    ,7.6 – 9.2,,
12,23,Florida,"Total, 45 to 54 years","2,761    ","2,229    ",80.7    ,"2,028    ",73.5    ,201    ,9.0    ,8.2 – 9.8,,
12,24,Florida,"Total, 55 to 64 years","2,266    ","1,426    ",62.9    ,"1,306    ",57.6    ,120    ,8.4    ,7.5 – 9.3,,
12,25,Florida,"Total, 65 years and over","2,928    ",463    ,15.8    ,413    ,14.1    ,51    ,11.0    ,9.2 – 12.8,,
12,26,Florida,"Men, 16 to 19 years",446    ,141    ,31.7    ,103    ,23.2    ,38    ,26.8    ,23.6 – 30,,
12,27,Florida,"Men, 20 to 24 years",554    ,408    ,73.6    ,330    ,59.5    ,78    ,19.1    ,17 – 21.2,,
12,28,Florida,"Men, 25 to 34 years","1,068    ",940    ,88.0    ,822    ,77.0    ,118    ,12.5    ,11.2 – 13.8,,
12,29,Florida,"Men, 35 to 44 years","1,253    ","1,155    ",92.1    ,"1,050    ",83.8    ,105    ,9.1    ,8 – 10.2,,
12,30,Florida,"Men, 45 to 54 years","1,343    ","1,163    ",86.6    ,"1,045    ",77.8    ,118    ,10.1    ,9 – 11.2,,
12,31,Florida,"Men, 55 to 64 years","1,063    ",727    ,68.4    ,662    ,62.3    ,65    ,9.0    ,7.7 – 10.3,,
12,32,Florida,"Men, 65 years and over","1,298    ",256    ,19.8    ,229    ,17.6    ,28    ,10.8    ,8.4 – 13.2,,
12,33,Florida,"Women, 16 to 19 years",488    ,167    ,34.1    ,130    ,26.7    ,36    ,21.7    ,18.5 – 24.9,,
12,34,Florida,"Women, 20 to 24 years",529    ,379    ,71.7    ,330    ,62.4    ,49    ,12.9    ,10.8 – 15,,
12,35,Florida,"Women, 25 to 34 years","1,080    ",827    ,76.5    ,754    ,69.8    ,73    ,8.8    ,7.6 – 10,,
12,36,Florida,"Women, 35 to 44 years","1,229    ",959    ,78.0    ,885    ,72.0    ,73    ,7.6    ,6.5 – 8.7,,
12,37,Florida,"Women, 45 to 54 years","1,418    ","1,066    ",75.2    ,983    ,69.3    ,83    ,7.8    ,6.7 – 8.9,,
12,38,Florida,"Women, 55 to 64 years","1,203    ",699    ,58.1    ,644    ,53.5    ,55    ,7.9    ,6.6 – 9.2,,
12,39,Florida,"Women, 65 years and over","1,630    ",207    ,12.7    ,184    ,11.3    ,23    ,11.2    ,8.5 – 13.9,,
12,40,Florida,"White, 16 to 19 years",669    ,243    ,36.3    ,190    ,28.3    ,53    ,22.0    ,19.3 – 24.7,,
12,41,Florida,"White, 20 to 24 years",806    ,584    ,72.5    ,505    ,62.7    ,79    ,13.6    ,11.9 – 15.3,,
12,42,Florida,"White, 25 to 34 years","1,684    ","1,404    ",83.4    ,"1,272    ",75.5    ,133    ,9.5    ,8.5 – 10.5,,
12,43,Florida,"White, 35 to 44 years","1,982    ","1,684    ",85.0    ,"1,549    ",78.2    ,135    ,8.0    ,7.2 – 8.8,,
12,44,Florida,"White, 45 to 54 years","2,270    ","1,842    ",81.2    ,"1,679    ",74.0    ,163    ,8.8    ,8 – 9.6,,
12,45,Florida,"White, 55 to 64 years","1,962    ","1,231    ",62.7    ,"1,130    ",57.6    ,102    ,8.3    ,7.3 – 9.3,,
12,46,Florida,"White, 65 years and over","2,639    ",412    ,15.6    ,369    ,14.0    ,43    ,10.5    ,8.6 – 12.4,,
12,47,Florida,"Black or African American, 16 to 19 years",223    ,56    ,24.9    ,36    ,16.0    ,20    ,35.9    ,30.9 – 40.9,,
12,48,Florida,"Black or African American, 20 to 24 years",239    ,171    ,71.8    ,129    ,54.2    ,42    ,24.5    ,21 – 28,,
12,49,Florida,"Black or African American, 25 to 34 years",380    ,291    ,76.6    ,237    ,62.5    ,54    ,18.4    ,15.8 – 21,,
12,50,Florida,"Black or African American, 35 to 44 years",380    ,326    ,85.8    ,287    ,75.6    ,39    ,12.0    ,9.8 – 14.2,,
12,51,Florida,"Black or African American, 45 to 54 years",393    ,305    ,77.6    ,273    ,69.5    ,32    ,10.5    ,8.3 – 12.7,,
12,52,Florida,"Black or African American, 55 to 64 years",254    ,163    ,64.0    ,147    ,57.7    ,16    ,9.9    ,7 – 12.8,,
12,53,Florida,"Black or African American, 65 years and over",232    ,41    ,17.8    ,35    ,15.1    ,6    ,15.0    ,8.4 – 21.6,,
12,56,Florida,"Asian, 25 to 34 years",54    ,46    ,85.0    ,44    ,81.7    ,2    ,3.8    ,0.2 – 7.4,,
12,57,Florida,"Asian, 35 to 44 years",99    ,84    ,85.3    ,82    ,82.7    ,3    ,3.1    ,0.6 – 5.6,,
12,58,Florida,"Asian, 45 to 54 years",67    ,54    ,81.2    ,52    ,77.6    ,2    ,4.5    ,0.9 – 8.1,,
12,59,Florida,"Asian, 55 to 64 years",35    ,23    ,65.3    ,21    ,59.0    ,2    ,9.6    ,1.9 – 17.3,,
12,61,Florida,"Hispanic or Latino ethnicity, 16 to 19 years",195    ,67    ,34.4    ,50    ,25.8    ,17    ,25.0    ,21.6 – 28.4,,
12,62,Florida,"Hispanic or Latino ethnicity, 20 to 24 years",249    ,175    ,70.3    ,148    ,59.6    ,27    ,15.3    ,12.3 – 18.3,,
12,63,Florida,"Hispanic or Latino ethnicity, 25 to 34 years",562    ,470    ,83.6    ,422    ,75.2    ,47    ,10.1    ,8.4 – 11.8,,
12,64,Florida,"Hispanic or Latino ethnicity, 35 to 44 years",634    ,539    ,85.0    ,487    ,76.8    ,52    ,9.6    ,8 – 11.2,,
12,65,Florida,"Hispanic or Latino ethnicity, 45 to 54 years",528    ,425    ,80.6    ,370    ,70.1    ,55    ,13.0    ,11.1 – 14.9,,
12,66,Florida,"Hispanic or Latino ethnicity, 55 to 64 years",334    ,211    ,63.2    ,191    ,57.2    ,20    ,9.4    ,6.9 – 11.9,,
12,67,Florida,"Hispanic or Latino ethnicity, 65 years and over",420    ,61    ,14.6    ,53    ,12.6    ,8    ,13.2    ,8.3 – 18.1,,
13,01,Georgia,Total,"7,300    ","4,798    ",65.7    ,"4,329    ",59.3    ,469    ,9.8    ,9.2 – 10.4,,
13,02,Georgia,Men,"3,488    ","2,580    ",74.0    ,"2,313    ",66.3    ,266    ,10.3    ,9.4 – 11.2,,
13,03,Georgia,Women,"3,812    ","2,219    ",58.2    ,"2,016    ",52.9    ,203    ,9.2    ,8.3 – 10.1,,
13,04,Georgia,White,"4,827    ","3,184    ",66.0    ,"2,934    ",60.8    ,250    ,7.9    ,7.2 – 8.6,,
13,05,Georgia,"White, men","2,379    ","1,810    ",76.1    ,"1,668    ",70.1    ,142    ,7.8    ,6.9 – 8.7,,
13,06,Georgia,"White, women","2,447    ","1,374    ",56.1    ,"1,265    ",51.7    ,108    ,7.9    ,6.8 – 9,,
13,07,Georgia,Black or African American,"2,125    ","1,396    ",65.7    ,"1,198    ",56.4    ,198    ,14.2    ,12.8 – 15.6,,
13,08,Georgia,"Black or African American, men",943    ,654    ,69.3    ,540    ,57.3    ,113    ,17.3    ,15.6 – 19,,
13,09,Georgia,"Black or African American, women","1,182    ",742    ,62.8    ,658    ,55.6    ,85    ,11.4    ,9.8 – 13,,
13,10,Georgia,Asian,252    ,154    ,61.2    ,144    ,56.9    ,11    ,7.0    ,4.1 – 9.9,,
13,11,Georgia,"Asian, men",122    ,83    ,67.9    ,76    ,62.3    ,7    ,8.2    ,4.1 – 12.3,,
13,12,Georgia,"Asian, women",130    ,72    ,54.9    ,68    ,51.8    ,4    ,5.6    ,1.6 – 9.6,,
13,13,Georgia,Hispanic or Latino ethnicity,540    ,402    ,74.6    ,354    ,65.7    ,48    ,12.0    ,9.7 – 14.3,,
13,14,Georgia,"Hispanic or Latino ethnicity, men",328    ,290    ,88.6    ,258    ,78.7    ,32    ,11.2    ,8.7 – 13.7,,
13,15,Georgia,"Hispanic or Latino ethnicity, women",212    ,112    ,52.9    ,96    ,45.5    ,16    ,14.0    ,10.6 – 17.4,,
13,16,Georgia,"Married men, spouse present","1,891    ","1,514    ",80.0    ,"1,417    ",74.9    ,97    ,6.4    ,5.5 – 7.3,,
13,17,Georgia,"Married women, spouse present","1,858    ","1,114    ",60.0    ,"1,036    ",55.8    ,78    ,7.0    ,5.9 – 8.1,,
13,18,Georgia,Women who maintain families,538    ,365    ,67.8    ,323    ,59.9    ,42    ,11.6    ,9.2 – 14,,
13,19,Georgia,"Total, 16 to 19 years",519    ,156    ,30.1    ,111    ,21.4    ,45    ,29.0    ,24.2 – 33.8,,
13,20,Georgia,"Total, 20 to 24 years",626    ,414    ,66.2    ,345    ,55.2    ,69    ,16.6    ,14 – 19.2,,
13,21,Georgia,"Total, 25 to 34 years","1,348    ","1,101    ",81.7    ,985    ,73.1    ,116    ,10.6    ,9.2 – 12,,
13,22,Georgia,"Total, 35 to 44 years","1,407    ","1,154    ",82.0    ,"1,053    ",74.9    ,101    ,8.7    ,7.5 – 9.9,,
13,23,Georgia,"Total, 45 to 54 years","1,454    ","1,168    ",80.3    ,"1,080    ",74.3    ,88    ,7.5    ,6.4 – 8.6,,
13,24,Georgia,"Total, 55 to 64 years","1,039    ",654    ,63.0    ,612    ,58.9    ,43    ,6.5    ,5.1 – 7.9,,
13,25,Georgia,"Total, 65 years and over",908    ,151    ,16.6    ,143    ,15.7    ,8    ,5.3    ,2.6 – 8,,
13,26,Georgia,"Men, 16 to 19 years",266    ,74    ,27.8    ,47    ,17.5    ,27    ,37.1    ,30.3 – 43.9,,
13,27,Georgia,"Men, 20 to 24 years",298    ,216    ,72.5    ,178    ,59.8    ,38    ,17.6    ,13.9 – 21.3,,
13,28,Georgia,"Men, 25 to 34 years",665    ,592    ,89.0    ,522    ,78.5    ,70    ,11.8    ,9.9 – 13.7,,
13,29,Georgia,"Men, 35 to 44 years",685    ,639    ,93.2    ,581    ,84.8    ,58    ,9.1    ,7.4 – 10.8,,
13,30,Georgia,"Men, 45 to 54 years",697    ,619    ,88.8    ,570    ,81.8    ,49    ,7.9    ,6.3 – 9.5,,
13,31,Georgia,"Men, 55 to 64 years",493    ,347    ,70.3    ,327    ,66.3    ,20    ,5.7    ,3.8 – 7.6,,
13,32,Georgia,"Men, 65 years and over",383    ,93    ,24.2    ,88    ,23.0    ,5    ,4.9    ,1.5 – 8.3,,
13,33,Georgia,"Women, 16 to 19 years",253    ,82    ,32.6    ,65    ,25.5    ,18    ,21.7    ,15.4 – 28,,
13,34,Georgia,"Women, 20 to 24 years",328    ,198    ,60.4    ,167    ,51.0    ,31    ,15.6    ,11.9 – 19.3,,
13,35,Georgia,"Women, 25 to 34 years",682    ,509    ,74.6    ,462    ,67.8    ,47    ,9.2    ,7.3 – 11.1,,
13,36,Georgia,"Women, 35 to 44 years",721    ,515    ,71.4    ,472    ,65.5    ,43    ,8.3    ,6.5 – 10.1,,
13,37,Georgia,"Women, 45 to 54 years",757    ,549    ,72.4    ,510    ,67.3    ,39    ,7.0    ,5.4 – 8.6,,
13,38,Georgia,"Women, 55 to 64 years",546    ,308    ,56.4    ,285    ,52.2    ,23    ,7.4    ,5.2 – 9.6,,
13,39,Georgia,"Women, 65 years and over",525    ,58    ,11.0    ,54    ,10.4    ,3    ,6.0    ,1.4 – 10.6,,
13,40,Georgia,"White, 16 to 19 years",314    ,107    ,34.1    ,80    ,25.5    ,27    ,25.2    ,19.5 – 30.9,,
13,41,Georgia,"White, 20 to 24 years",385    ,265    ,68.7    ,231    ,59.9    ,34    ,12.7    ,9.7 – 15.7,,
13,42,Georgia,"White, 25 to 34 years",819    ,665    ,81.1    ,612    ,74.7    ,53    ,7.9    ,6.4 – 9.4,,
13,43,Georgia,"White, 35 to 44 years",898    ,731    ,81.4    ,683    ,76.0    ,48    ,6.6    ,5.2 – 8,,
13,44,Georgia,"White, 45 to 54 years",968    ,789    ,81.5    ,738    ,76.2    ,51    ,6.5    ,5.2 – 7.8,,
13,45,Georgia,"White, 55 to 64 years",750    ,503    ,67.1    ,471    ,62.7    ,32    ,6.4    ,4.8 – 8,,
13,46,Georgia,"White, 65 years and over",691    ,124    ,17.9    ,119    ,17.2    ,5    ,4.0    ,1.4 – 6.6,,
13,47,Georgia,"Black or African American, 16 to 19 years",176    ,47    ,26.8    ,31    ,17.5    ,16    ,34.9    ,( 2 ) – ( 2 ),,
13,48,Georgia,"Black or African American, 20 to 24 years",197    ,125    ,63.7    ,97    ,49.4    ,28    ,22.4    ,( 2 ) – ( 2 ),,
13,49,Georgia,"Black or African American, 25 to 34 years",444    ,379    ,85.4    ,319    ,71.7    ,61    ,16.0    ,14 – 18,,
13,50,Georgia,"Black or African American, 35 to 44 years",447    ,372    ,83.2    ,324    ,72.4    ,48    ,13.0    ,10.9 – 15.1,,
13,51,Georgia,"Black or African American, 45 to 54 years",406    ,316    ,77.7    ,284    ,69.8    ,32    ,10.2    ,7.9 – 12.5,,
13,52,Georgia,"Black or African American, 55 to 64 years",265    ,134    ,50.7    ,124    ,47.0    ,10    ,7.4    ,4.2 – 10.6,,
13,56,Georgia,"Asian, 25 to 34 years",58    ,36    ,62.8    ,35    ,61.0    ,1    ,2.8    ,( 2 ) – ( 2 ),,
13,57,Georgia,"Asian, 35 to 44 years",50    ,41    ,81.6    ,38    ,74.7    ,3    ,8.5    ,2.6 – 14.4,,
13,58,Georgia,"Asian, 45 to 54 years",62    ,49    ,78.7    ,47    ,75.3    ,2    ,4.2    ,( 2 ) – ( 2 ),,
13,62,Georgia,"Hispanic or Latino ethnicity, 20 to 24 years",69    ,44    ,64.4    ,36    ,52.6    ,8    ,18.3    ,14.8 – 21.8,,
13,63,Georgia,"Hispanic or Latino ethnicity, 25 to 34 years",162    ,135    ,83.5    ,124    ,76.7    ,11    ,8.2    ,5.1 – 11.3,,
13,64,Georgia,"Hispanic or Latino ethnicity, 35 to 44 years",137    ,112    ,81.5    ,98    ,71.4    ,14    ,12.4    ,8.9 – 15.9,,
13,65,Georgia,"Hispanic or Latino ethnicity, 45 to 54 years",84    ,71    ,84.6    ,66    ,78.5    ,5    ,7.1    ,3.2 – 11,,
15,01,Hawaii,Total,992    ,632    ,63.7    ,585    ,59.0    ,47    ,7.4    ,6.8 – 8,,
15,02,Hawaii,Men,483    ,336    ,69.4    ,307    ,63.6    ,28    ,8.4    ,7.5 – 9.3,,
15,03,Hawaii,Women,508    ,297    ,58.3    ,278    ,54.6    ,19    ,6.3    ,5.5 – 7.1,,
15,04,Hawaii,White,213    ,135    ,63.5    ,124    ,58.2    ,11    ,8.3    ,7 – 9.6,,
15,05,Hawaii,"White, men",105    ,74    ,70.4    ,67    ,63.9    ,7    ,9.1    ,7.2 – 11,,
15,06,Hawaii,"White, women",108    ,61    ,56.7    ,57    ,52.6    ,5    ,7.4    ,5.5 – 9.3,,
15,07,Hawaii,Black or African American,23    ,15    ,66.9    ,12    ,52.0    ,3    ,22.2    ,16.3 – 28.1,,
15,08,Hawaii,"Black or African American, men",13    ,10    ,80.1    ,7    ,57.6    ,3    ,28.0    ,20.4 – 35.6,,
15,10,Hawaii,Asian,445    ,278    ,62.5    ,267    ,59.9    ,11    ,4.0    ,3.3 – 4.7,,
15,11,Hawaii,"Asian, men",207    ,141    ,68.5    ,135    ,65.5    ,6    ,4.3    ,3.3 – 5.3,,
15,12,Hawaii,"Asian, women",238    ,137    ,57.3    ,131    ,55.1    ,5    ,3.7    ,2.8 – 4.6,,
15,13,Hawaii,Hispanic or Latino ethnicity,66    ,42    ,63.6    ,37    ,56.1    ,5    ,11.8    ,9 – 14.6,,
15,14,Hawaii,"Hispanic or Latino ethnicity, men",33    ,24    ,70.7    ,20    ,61.0    ,3    ,13.7    ,9.7 – 17.7,,
15,15,Hawaii,"Hispanic or Latino ethnicity, women",33    ,18    ,56.3    ,17    ,51.1    ,2    ,9.3    ,5.5 – 13.1,,
15,16,Hawaii,"Married men, spouse present",241    ,174    ,72.1    ,165    ,68.5    ,9    ,4.9    ,4 – 5.8,,
15,17,Hawaii,"Married women, spouse present",245    ,149    ,60.7    ,142    ,58.1    ,6    ,4.2    ,3.3 – 5.1,,
15,18,Hawaii,Women who maintain families,62    ,39    ,62.4    ,36    ,57.6    ,3    ,7.6    ,5.2 – 10,,
15,19,Hawaii,"Total, 16 to 19 years",63    ,22    ,34.1    ,17    ,26.2    ,5    ,23.2    ,18.5 – 27.9,,
15,20,Hawaii,"Total, 20 to 24 years",87    ,61    ,70.7    ,54    ,62.0    ,7    ,12.3    ,10 – 14.6,,
15,21,Hawaii,"Total, 25 to 34 years",173    ,141    ,81.9    ,130    ,75.2    ,12    ,8.3    ,7 – 9.6,,
15,22,Hawaii,"Total, 35 to 44 years",150    ,128    ,85.4    ,118    ,78.6    ,10    ,8.0    ,6.6 – 9.4,,
15,23,Hawaii,"Total, 45 to 54 years",169    ,141    ,83.7    ,135    ,80.0    ,6    ,4.4    ,3.4 – 5.4,,
15,24,Hawaii,"Total, 55 to 64 years",157    ,102    ,65.2    ,97    ,61.9    ,5    ,5.0    ,3.8 – 6.2,,
15,25,Hawaii,"Total, 65 years and over",194    ,37    ,18.9    ,36    ,18.3    ,1    ,3.0    ,1.4 – 4.6,,
15,26,Hawaii,"Men, 16 to 19 years",34    ,12    ,36.3    ,10    ,29.0    ,2    ,20.1    ,14.1 – 26.1,,
15,27,Hawaii,"Men, 20 to 24 years",42    ,30    ,72.6    ,26    ,62.0    ,4    ,14.7    ,11.2 – 18.2,,
15,28,Hawaii,"Men, 25 to 34 years",87    ,78    ,89.8    ,71    ,81.6    ,7    ,9.1    ,7.3 – 10.9,,
15,29,Hawaii,"Men, 35 to 44 years",77    ,71    ,92.0    ,65    ,83.6    ,6    ,9.2    ,7.3 – 11.1,,
15,30,Hawaii,"Men, 45 to 54 years",84    ,72    ,86.6    ,69    ,81.9    ,4    ,5.4    ,3.9 – 6.9,,
15,31,Hawaii,"Men, 55 to 64 years",80    ,54    ,67.7    ,51    ,63.6    ,3    ,6.1    ,4.2 – 8,,
15,32,Hawaii,"Men, 65 years and over",81    ,18    ,22.0    ,17    ,21.5    ,( 3 ),2.6    ,0.4 – 4.8,,
15,33,Hawaii,"Women, 16 to 19 years",30    ,9    ,31.6    ,7    ,23.0    ,3    ,27.1    ,19.9 – 34.3,,
15,34,Hawaii,"Women, 20 to 24 years",45    ,31    ,68.8    ,28    ,62.0    ,3    ,9.9    ,6.9 – 12.9,,
15,35,Hawaii,"Women, 25 to 34 years",86    ,64    ,74.1    ,59    ,68.7    ,5    ,7.2    ,5.4 – 9,,
15,36,Hawaii,"Women, 35 to 44 years",73    ,57    ,78.4    ,53    ,73.2    ,4    ,6.6    ,4.7 – 8.5,,
15,37,Hawaii,"Women, 45 to 54 years",85    ,69    ,80.8    ,66    ,78.1    ,2    ,3.3    ,2.1 – 4.5,,
15,38,Hawaii,"Women, 55 to 64 years",77    ,48    ,62.6    ,46    ,60.2    ,2    ,3.7    ,2.1 – 5.3,,
15,39,Hawaii,"Women, 65 years and over",113    ,19    ,16.6    ,18    ,16.1    ,1    ,3.4    ,1 – 5.8,,
15,41,Hawaii,"White, 20 to 24 years",14    ,9    ,64.8    ,8    ,58.8    ,1    ,9.3    ,3.9 – 14.7,,
15,42,Hawaii,"White, 25 to 34 years",40    ,31    ,78.5    ,28    ,71.3    ,3    ,9.2    ,6.3 – 12.1,,
15,43,Hawaii,"White, 35 to 44 years",29    ,24    ,83.5    ,22    ,74.5    ,3    ,10.8    ,7.3 – 14.3,,
15,44,Hawaii,"White, 45 to 54 years",38    ,30    ,78.6    ,28    ,74.1    ,2    ,5.7    ,3.3 – 8.1,,
15,45,Hawaii,"White, 55 to 64 years",48    ,31    ,65.0    ,29    ,60.2    ,2    ,7.4    ,4.7 – 10.1,,
15,46,Hawaii,"White, 65 years and over",38    ,8    ,20.9    ,8    ,19.7    ,( 3 ),5.7    ,1 – 10.4,,
15,54,Hawaii,"Asian, 16 to 19 years",20    ,8    ,39.6    ,7    ,32.6    ,1    ,17.7    ,10.3 – 25.1,,
15,55,Hawaii,"Asian, 20 to 24 years",28    ,21    ,77.3    ,20    ,70.5    ,2    ,8.8    ,5.3 – 12.3,,
15,56,Hawaii,"Asian, 25 to 34 years",56    ,47    ,83.9    ,45    ,80.4    ,2    ,4.1    ,2.4 – 5.8,,
15,57,Hawaii,"Asian, 35 to 44 years",71    ,63    ,89.1    ,61    ,85.6    ,2    ,3.9    ,2.5 – 5.3,,
15,58,Hawaii,"Asian, 45 to 54 years",76    ,68    ,89.0    ,66    ,86.5    ,2    ,2.8    ,1.6 – 4,,
15,59,Hawaii,"Asian, 55 to 64 years",69    ,48    ,68.9    ,47    ,67.3    ,1    ,2.2    ,1 – 3.4,,
15,60,Hawaii,"Asian, 65 years and over",124    ,23    ,18.1    ,22    ,17.7    ,1    ,2.4    ,0.6 – 4.2,,
15,63,Hawaii,"Hispanic or Latino ethnicity, 25 to 34 years",14    ,11    ,82.8    ,10    ,73.3    ,1    ,11.5    ,6.2 – 16.8,,
15,64,Hawaii,"Hispanic or Latino ethnicity, 35 to 44 years",10    ,8    ,85.0    ,7    ,74.3    ,1    ,12.5    ,6.1 – 18.9,,
15,65,Hawaii,"Hispanic or Latino ethnicity, 45 to 54 years",12    ,10    ,77.7    ,9    ,71.5    ,1    ,8.0    ,3.1 – 12.9,,
16,01,Idaho,Total,"1,147    ",750    ,65.4    ,686    ,59.8    ,64    ,8.5    ,7.7 – 9.3,,
16,02,Idaho,Men,568    ,415    ,73.0    ,373    ,65.7    ,42    ,10.0    ,8.9 – 11.1,,
16,03,Idaho,Women,579    ,335    ,57.9    ,313    ,54.0    ,22    ,6.7    ,5.7 – 7.7,,
16,04,Idaho,White,"1,094    ",714    ,65.2    ,654    ,59.7    ,60    ,8.4    ,7.6 – 9.2,,
16,05,Idaho,"White, men",540    ,394    ,72.9    ,355    ,65.7    ,39    ,9.9    ,8.8 – 11,,
16,06,Idaho,"White, women",555    ,320    ,57.7    ,299    ,53.9    ,21    ,6.6    ,5.6 – 7.6,,
16,10,Idaho,Asian,14    ,10    ,76.2    ,10    ,71.9    ,1    ,5.7    ,0.1 – 11.3,,
16,13,Idaho,Hispanic or Latino ethnicity,90    ,62    ,68.4    ,55    ,61.1    ,7    ,10.6    ,7.6 – 13.6,,
16,14,Idaho,"Hispanic or Latino ethnicity, men",44    ,36    ,80.4    ,31    ,69.1    ,5    ,14.0    ,11 – 17,,
16,15,Idaho,"Hispanic or Latino ethnicity, women",46    ,26    ,56.8    ,25    ,53.4    ,2    ,5.9    ,2.5 – 9.3,,
16,16,Idaho,"Married men, spouse present",352    ,269    ,76.3    ,249    ,70.8    ,19    ,7.2    ,6 – 8.4,,
16,17,Idaho,"Married women, spouse present",349    ,206    ,58.9    ,197    ,56.3    ,9    ,4.5    ,3.4 – 5.6,,
16,18,Idaho,Women who maintain families,51    ,36    ,70.6    ,33    ,65.3    ,3    ,7.4    ,4.2 – 10.6,,
16,19,Idaho,"Total, 16 to 19 years",89    ,39    ,43.9    ,31    ,35.0    ,8    ,20.2    ,16.2 – 24.2,,
16,20,Idaho,"Total, 20 to 24 years",94    ,75    ,80.3    ,61    ,65.6    ,14    ,18.3    ,15.4 – 21.2,,
16,21,Idaho,"Total, 25 to 34 years",210    ,171    ,81.5    ,157    ,75.0    ,14    ,8.0    ,6.5 – 9.5,,
16,22,Idaho,"Total, 35 to 44 years",194    ,165    ,85.4    ,153    ,79.2    ,12    ,7.2    ,5.7 – 8.7,,
16,23,Idaho,"Total, 45 to 54 years",196    ,157    ,80.1    ,148    ,75.5    ,9    ,5.8    ,4.4 – 7.2,,
16,24,Idaho,"Total, 55 to 64 years",176    ,113    ,63.9    ,106    ,60.1    ,7    ,5.9    ,4.2 – 7.6,,
16,25,Idaho,"Total, 65 years and over",189    ,30    ,15.9    ,29    ,15.3    ,1    ,3.5    ,0.9 – 6.1,,
16,26,Idaho,"Men, 16 to 19 years",44    ,18    ,41.9    ,14    ,32.6    ,4    ,22.1    ,16.3 – 27.9,,
16,27,Idaho,"Men, 20 to 24 years",50    ,43    ,84.8    ,34    ,67.6    ,9    ,20.2    ,16.4 – 24,,
16,28,Idaho,"Men, 25 to 34 years",105    ,99    ,94.3    ,89    ,84.7    ,10    ,10.1    ,7.9 – 12.3,,
16,29,Idaho,"Men, 35 to 44 years",97    ,89    ,92.0    ,82    ,84.6    ,7    ,8.1    ,6 – 10.2,,
16,30,Idaho,"Men, 45 to 54 years",99    ,85    ,86.2    ,78    ,79.2    ,7    ,8.1    ,5.9 – 10.3,,
16,31,Idaho,"Men, 55 to 64 years",87    ,62    ,71.0    ,58    ,66.3    ,4    ,6.6    ,4.3 – 8.9,,
16,32,Idaho,"Men, 65 years and over",86    ,19    ,21.6    ,18    ,20.9    ,1    ,3.5    ,0.3 – 6.7,,
16,33,Idaho,"Women, 16 to 19 years",45    ,21    ,45.8    ,17    ,37.4    ,4    ,18.5    ,13 – 24,,
16,34,Idaho,"Women, 20 to 24 years",43    ,33    ,75.0    ,27    ,63.3    ,5    ,15.6    ,11.4 – 19.8,,
16,35,Idaho,"Women, 25 to 34 years",105    ,72    ,68.7    ,69    ,65.2    ,4    ,5.0    ,3.1 – 6.9,,
16,36,Idaho,"Women, 35 to 44 years",96    ,76    ,78.7    ,71    ,73.8    ,5    ,6.3    ,4.2 – 8.4,,
16,37,Idaho,"Women, 45 to 54 years",97    ,72    ,73.9    ,70    ,71.7    ,2    ,3.0    ,1.5 – 4.5,,
16,38,Idaho,"Women, 55 to 64 years",89    ,51    ,56.9    ,48    ,54.1    ,3    ,5.0    ,2.7 – 7.3,,
16,39,Idaho,"Women, 65 years and over",103    ,11    ,11.1    ,11    ,10.7    ,( 3 ),3.4    ,( 2 ) – ( 2 ),,
